Datum,Ort,NS,NS_flag,LF,LF_flag,pH,pH_flag,NH4,NH4_flag,Na,Na_flag,K,K_flag,Ca,Ca_flag,Mg,Mg_flag,Cl,Cl_flag,NO3,NO3_flag,SO4,SO4_flag,Pb,Pb_flag,Cd,Cd_flag
2019-01-27,OS,12.0,1.0,4.135,1.0,6.13,1.0,0.2618,1.0,0.0576,1.0,0.0245,1.0,0.0684,1.0,0.0103,1.0,0.0755,1.0,0.7225,1.0,0.2303,1.0,,7.0,,7.0
2019-01-27,NB,2.541883304448296,1.0,11.0,1.0,6.07,1.0,0.31,1.0,1.21,1.0,0.1017,1.0,0.197,1.0,0.037,1.0,0.25,1.0,2.43,1.0,0.66,1.0,,7.0,,7.0
2019-01-27,LI,3.5,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2019-01-27,GS,1.5,1.0,5.19,1.0,5.13,1.0,0.1398,1.0,0.1015,1.0,0.0536,1.0,0.09,1.0,0.03,1.0,0.114,1.0,1.1139,1.0,0.1582,1.0,,7.0,,7.0
2019-01-27,IV,6.35470826112074,1.0,5.0,1.0,5.86,1.0,0.406,1.0,0.111,1.0,0.0542,1.0,0.094,1.0,0.024,1.0,0.15,1.0,0.84,1.0,0.12,1.0,,7.0,,7.0
2019-01-28,SO,7.75,1.0,15.22,1.0,5.41,1.0,1.381,1.0,0.0375,1.0,0.0124,1.0,0.0956,1.0,0.01,1.0,0.0414,1.0,4.7652,1.0,0.0594,1.0,0.367855895505204,1.0,0.0417214795018224,1.0
2019-01-28,GS,5.5,1.0,2.348,1.0,5.22,1.0,0.0677,1.0,0.0636,1.0,0.0402,1.0,0.0511,1.0,0.0165,1.0,0.0516,1.0,0.6366,1.0,0.1048,1.0,,7.0,,7.0
2019-01-28,MB,0.7,1.0,26.18,1.0,4.99,1.0,1.19,1.0,0.8577,1.0,0.2845,1.0,0.4131,1.0,0.133,1.0,1.3387,1.0,3.7536,1.0,2.2379,1.0,,7.0,,7.0
2019-01-28,HG,3.9,1.0,9.042,1.0,5.16,1.0,0.277,1.0,0.5236,1.0,0.068,1.0,0.1915,1.0,0.0267,1.0,0.5965,1.0,1.45,1.0,0.4873,1.0,,7.0,,7.0
2019-01-28,AF,4.4,1.0,7.636,1.0,5.16,1.0,0.2567,1.0,0.1416,1.0,0.0554,1.0,0.07,1.0,0.0254,1.0,0.1805,1.0,1.1548,1.0,0.4294,1.0,,7.0,,7.0
2019-01-28,HF,2.94627383015598,1.0,10.5,1.0,5.09,1.0,0.32,1.0,0.361,1.0,0.064,1.0,0.232,1.0,0.104,1.0,0.64,1.0,2.22,1.0,0.3,1.0,,7.0,,7.0
2019-01-29,MB,0.9,1.0,24.06,1.0,5.03,1.0,1.5478,1.0,0.8131,1.0,0.353,1.0,0.2557,1.0,0.0915,1.0,1.0537,1.0,5.7366,1.0,1.3702,1.0,,7.0,,7.0
2019-01-29,SO,4.699999999999999,1.0,7.79,1.0,5.3,1.0,0.342,1.0,0.0523,1.0,0.0157,1.0,0.1765,1.0,0.0117,1.0,0.0667,1.0,1.7267,1.0,0.087,1.0,0.846080645252318,1.0,0.026806099237861,1.0
2019-01-30,SO,7.7,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2019-01-31,SO,8.299999999999999,1.0,4.12,1.0,5.41,1.0,0.0382,1.0,0.0807,1.0,0.0328,1.0,0.1165,1.0,0.0119,1.0,0.0749,1.0,0.3707,1.0,0.0631,1.0,0.5879339500526,1.0,0.39756158930666,1.0
2019-01-31,IV,0.8665511265164645,1.0,,7.0,,7.0,0.264,1.0,0.374,1.0,0.1412,1.0,0.075,1.0,0.021,1.0,,7.0,,7.0,,7.0,,7.0,,7.0
2019-02-01,HG,2.6,1.0,14.15,1.0,5.04,1.0,0.7314,1.0,0.3528,1.0,0.1335,1.0,0.2696,1.0,0.0301,1.0,0.4475,1.0,3.2164,1.0,0.7008,1.0,,7.0,,7.0
2019-02-01,AF,1.0,1.0,21.74,1.0,5.31,1.0,1.2376,1.0,0.9129,1.0,0.3064,1.0,0.4789,1.0,0.1068,1.0,1.3668,1.0,3.1308,1.0,2.4268,1.0,,7.0,,7.0
2019-02-01,IV,33.21779318313114,1.0,2.5,1.0,6.18,1.0,0.206,1.0,0.025,1.0,0.025,1.0,0.025,1.0,0.005,1.0,0.05,1.0,0.26,1.0,0.05,1.0,,7.0,,7.0
2019-02-01,SO,22.55,1.0,4.75,1.0,5.41,1.0,0.0422,1.0,0.0571,1.0,0.0126,1.0,0.216,1.0,0.0113,1.0,0.0559,1.0,0.5955,1.0,0.1048,1.0,0.677273220391364,1.0,0.0558650355206628,1.0
2019-02-01,NH,1.1554015020219528,1.0,,7.0,,7.0,3.4714285714285715,1.0,0.88,1.0,0.34,1.0,1.3,1.0,0.1,1.0,1.4,1.0,4.871428571428572,1.0,1.3,1.0,0.175,1.0,0.24,1.0
2019-02-02,NH,6.643558636626228,1.0,17.0,1.0,6.66,1.0,0.5014285714285714,1.0,1.1,1.0,0.1,1.0,1.1,1.0,0.0335,1.0,0.3,1.0,2.2142857142857144,1.0,0.79,1.0,0.5,1.0,0.45,1.0
2019-02-02,MB,1.1,1.0,31.2,1.0,4.99,1.0,1.4156,1.0,1.3255,1.0,0.5158,1.0,0.8141,1.0,0.1799,1.0,1.694,1.0,4.921,1.0,3.4303,1.0,,7.0,,7.0
2019-02-02,GS,1.5,1.0,10.59,1.0,4.97,1.0,0.485,1.0,0.2592,1.0,0.1312,1.0,0.2795,1.0,0.0658,1.0,0.3031,1.0,3.3409,1.0,0.5663,1.0,,7.0,,7.0
2019-02-02,OS,4.9,1.0,12.41,1.0,5.62,1.0,1.2641,1.0,0.1726,1.0,0.0521,1.0,0.3732,1.0,0.0319,1.0,0.2549,1.0,2.1927,1.0,1.0194,1.0,,7.0,,7.0
2019-02-02,LI,9.1,1.0,6.512,1.0,5.32,1.0,0.0138,1.0,0.2589,1.0,0.0326,1.0,0.2227,1.0,0.0502,1.0,0.2261,1.0,1.0757,1.0,0.502,1.0,,7.0,,7.0
2019-02-02,HG,3.9,1.0,19.1,1.0,5.24,1.0,0.8377,1.0,0.5956,1.0,0.107,1.0,0.8256,1.0,0.0821,1.0,0.9099,1.0,3.8767,1.0,1.8404,1.0,,7.0,,7.0
2019-02-02,HF,12.4494511842865,1.0,6.2,1.0,,4.0,0.152,1.0,0.075,1.0,0.025,1.0,0.094,1.0,0.024,1.0,0.1,1.0,1.26,1.0,0.1,1.0,,7.0,,7.0
2019-02-02,LU,5.4,1.0,10.5,1.0,5.43,1.0,0.3724,1.0,0.2673,1.0,0.1455,1.0,0.5623,1.0,0.0858,1.0,0.4845,1.0,1.3336,1.0,1.6313,1.0,,7.0,,7.0
2019-02-02,NB,13.142692085499712,1.0,4.7,1.0,5.42,1.0,0.148,1.0,0.15,1.0,0.025,1.0,0.108,1.0,0.013,1.0,0.05,1.0,0.95,1.0,0.14,1.0,,7.0,,7.0
2019-02-02,IV,6.643558636626228,1.0,2.0,1.0,6.04,1.0,0.166,1.0,0.025,1.0,0.025,1.0,0.025,1.0,0.005,1.0,0.05,1.0,0.18,1.0,0.05,1.0,,7.0,,7.0
2019-02-02,SO,26.9,1.0,2.22,1.0,5.61,1.0,0.01,1.0,0.0332,1.0,0.01,1.0,0.022,1.0,0.01,1.0,0.034,1.0,0.0698,1.0,0.0289,1.0,0.1418911185535384,1.0,0.0125853316011083,1.0
2019-02-03,HF,11.4962449451184,1.0,4.6,1.0,5.6,1.0,0.174,1.0,0.025,1.0,0.025,1.0,0.025,1.0,0.012,1.0,0.05,1.0,0.62,1.0,0.13,1.0,,7.0,,7.0
2019-02-03,GS,11.9,1.0,2.961,1.0,5.13,1.0,0.0406,1.0,0.0335,1.0,0.0209,1.0,0.0476,1.0,0.01,1.0,0.0522,1.0,0.3547,1.0,0.1052,1.0,,7.0,,7.0
2019-02-03,MB,7.9,1.0,8.47,1.0,5.66,1.0,0.4199,1.0,0.2316,1.0,0.1543,1.0,0.3882,1.0,0.048,1.0,0.3297,1.0,0.9785,1.0,1.1945,1.0,,7.0,,7.0
2019-02-03,NB,12.420566146735991,1.0,6.2,1.0,5.09,1.0,0.183,1.0,0.025,1.0,0.025,1.0,0.066,1.0,0.005,1.0,0.05,1.0,0.87,1.0,0.37,1.0,,7.0,,7.0
2019-02-03,LI,2.1,1.0,6.115,1.0,5.51,1.0,0.112,1.0,0.2656,1.0,0.034,1.0,0.2361,1.0,0.0528,1.0,0.2363,1.0,1.0978,1.0,0.5054,1.0,,7.0,,7.0
2019-02-03,HG,14.0,1.0,15.74,1.0,6.03,1.0,0.3672,1.0,0.8661,1.0,0.0738,1.0,1.2651,1.0,0.1041,1.0,1.148,1.0,1.2215,1.0,2.3909,1.0,,7.0,,7.0
2019-02-03,IV,2.541883304448296,1.0,4.7,1.0,6.31,1.0,0.551,1.0,0.025,1.0,0.025,1.0,0.066,1.0,0.021,1.0,0.05,1.0,0.14,1.0,0.05,1.0,,7.0,,7.0
2019-02-03,SO,15.65,1.0,3.74,1.0,5.6,1.0,0.0368,1.0,0.0364,1.0,0.01,1.0,0.0526,1.0,0.01,1.0,0.0302,1.0,0.3753,1.0,0.1628,1.0,0.354143372639992,1.0,0.0426407758815072,1.0
2019-02-03,AF,4.1,1.0,20.83,1.0,5.96,1.0,1.182,1.0,0.6427,1.0,0.5685,1.0,0.9697,1.0,0.1255,1.0,1.1282,1.0,2.0022,1.0,2.6978,1.0,,7.0,,7.0
2019-02-04,LI,0.1,1.0,,7.0,,7.0,0.5957,1.0,0.5422,1.0,0.0487,1.0,0.318,1.0,0.0686,1.0,0.3067,1.0,1.4609,1.0,0.6803,1.0,,7.0,,7.0
2019-02-06,NH,2.3108030040439056,1.0,24.0,1.0,6.69,1.0,1.4142857142857144,1.0,4.7,1.0,0.1,1.0,1.1,1.0,0.1,1.0,0.45,1.0,4.207142857142857,1.0,3.3,1.0,2.6,1.0,0.45,1.0
2019-02-07,HF,0.462160600808781,1.0,,7.0,,7.0,0.417,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2019-02-07,NB,3.6683997689197,1.0,6.3,1.0,5.14,1.0,0.141,1.0,0.025,1.0,0.025,1.0,0.109,1.0,0.014,1.0,0.05,1.0,1.07,1.0,0.18,1.0,,7.0,,7.0
2019-02-07,LI,2.6,1.0,5.871,1.0,5.57,1.0,0.1256,1.0,0.2578,1.0,0.0392,1.0,0.2297,1.0,0.0517,1.0,0.2195,1.0,1.059,1.0,0.4974,1.0,,7.0,,7.0
2019-02-07,SO,2.7,1.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,4.10377989571732,4.0,0.436766192863416,4.0
2019-02-10,SO,18.3,1.0,2.9,1.0,5.75,1.0,0.0666,1.0,0.0759,1.0,0.01,1.0,0.0754,1.0,0.01,1.0,0.0336,1.0,0.2968,1.0,0.0889,1.0,0.23947811809181,1.0,0.0250921095359656,1.0
2019-02-10,GS,2.0,1.0,11.67,1.0,5.21,1.0,0.5016,1.0,0.3477,1.0,0.3609,1.0,0.3537,1.0,0.0814,1.0,0.447,1.0,3.2814,1.0,0.5692,1.0,,7.0,,7.0
2019-02-10,HF,10.2253032928943,1.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,7.0,,7.0
2019-02-10,IV,3.0618139803581745,1.0,8.1,1.0,6.42,1.0,1.01,1.0,0.025,1.0,0.025,1.0,0.057,1.0,0.018,1.0,0.05,1.0,0.72,1.0,0.12,1.0,,7.0,,7.0
2019-02-10,MB,1.0,1.0,8.159,1.0,5.33,1.0,0.2495,1.0,0.1806,1.0,0.185,1.0,0.3759,1.0,0.0854,1.0,0.2541,1.0,1.1514,1.0,0.6114,1.0,,7.0,,7.0
2019-02-10,LI,2.6,1.0,5.988,1.0,5.57,1.0,0.1111,1.0,0.2775,1.0,0.0481,1.0,0.2362,1.0,0.0525,1.0,0.2329,1.0,1.0922,1.0,0.5188,1.0,,7.0,,7.0
2019-02-10,OS,1.7,1.0,14.82,1.0,5.7,1.0,1.2157,1.0,0.2224,1.0,0.1161,1.0,0.4487,1.0,0.0392,1.0,0.2972,1.0,2.9604,1.0,1.7771,1.0,,7.0,,7.0
2019-02-11,LU,5.9,1.0,10.2,1.0,6.08,1.0,0.455,1.0,0.1601,1.0,0.0166,1.0,0.968,1.0,0.1806,1.0,0.4305,1.0,2.047,1.0,0.6594,1.0,,7.0,,7.0
2019-02-11,LI,1.3,1.0,5.814,1.0,5.8,1.0,0.1879,1.0,0.2813,1.0,0.0449,1.0,0.2416,1.0,0.0535,1.0,0.2364,1.0,1.1159,1.0,0.5191,1.0,,7.0,,7.0
2019-02-11,HG,1.5,1.0,5.437,1.0,5.89,1.0,0.2006,1.0,0.1557,1.0,0.1157,1.0,0.3058,1.0,0.0311,1.0,0.1476,1.0,0.7766,1.0,0.3914,1.0,,7.0,,7.0
2019-02-11,HF,11.5540150202195,1.0,14.7,1.0,5.25,1.0,0.336,1.0,0.37,1.0,0.0682,1.0,0.261,1.0,0.058,1.0,0.8,1.0,1.66,1.0,0.38,1.0,,7.0,,7.0
2019-02-11,GS,13.4,1.0,5.985,1.0,5.06,1.0,0.1567,1.0,0.132,1.0,0.0422,1.0,0.1169,1.0,0.0299,1.0,0.2314,1.0,1.1211,1.0,0.3115,1.0,,7.0,,7.0
2019-02-11,SO,19.4,1.0,4.77,1.0,5.86,1.0,0.0341,1.0,0.4899,1.0,0.01,1.0,0.0932,1.0,0.01,1.0,0.5847,1.0,0.1183,1.0,0.0697,1.0,0.099950646492522,1.0,0.0176868277754673,1.0
2019-02-11,NB,6.123627960716349,1.0,12.6,1.0,5.07,1.0,0.437,1.0,0.628,1.0,0.0531,1.0,0.175,1.0,0.051,1.0,1.01,1.0,2.08,1.0,0.49,1.0,,7.0,,7.0
2019-02-12,OS,1.8,1.0,10.14,1.0,5.16,1.0,0.5795,1.0,0.0992,1.0,0.0392,1.0,0.1377,1.0,0.0208,1.0,0.1283,1.0,2.1736,1.0,0.737,1.0,,7.0,,7.0
2019-02-12,SO,8.3,1.0,2.56,1.0,5.75,1.0,0.0268,1.0,0.1056,1.0,0.01,1.0,0.08,1.0,0.01,1.0,0.0221,1.0,0.1153,1.0,0.0709,1.0,0.1314236055710468,1.0,0.0166504608709919,1.0
2019-02-12,HF,1.21317157712305,1.0,,7.0,,7.0,0.413,1.0,0.742,1.0,0.433,1.0,3.67,1.0,0.216,1.0,6.13,1.0,3.14,1.0,0.55,1.0,,7.0,,7.0
2019-02-12,MB,1.0,1.0,12.35,1.0,5.83,1.0,0.5512,1.0,0.6479,1.0,0.3754,1.0,0.547,1.0,0.0798,1.0,0.665,1.0,2.6256,1.0,0.8223,1.0,,7.0,,7.0
2019-02-12,GS,2.3,1.0,25.75,1.0,4.71,1.0,1.1634,1.0,,4.0,0.1368,1.0,0.1555,1.0,0.1923,1.0,,4.0,3.825,1.0,1.4954,1.0,,7.0,,7.0
2019-02-12,LU,1.9,1.0,27.04,1.0,5.21,1.0,1.0618,1.0,1.813,1.0,0.1625,1.0,0.7551,1.0,0.3317,1.0,2.9468,1.0,5.1012,1.0,1.5173,1.0,,7.0,,7.0
2019-02-13,LU,2.3,1.0,32.5,1.0,4.58,1.0,0.4512,1.0,1.8015,1.0,0.1587,1.0,0.7264,1.0,0.3212,1.0,2.9748,1.0,5.0891,1.0,1.5072,1.0,,7.0,,7.0
2019-02-17,LI,7.0,1.0,6.691,1.0,5.72,1.0,0.01,1.0,0.2784,1.0,0.1907,1.0,0.2831,1.0,0.0562,1.0,0.2726,1.0,1.2609,1.0,0.641,1.0,,7.0,,7.0
2019-02-19,NH,0.6065857885615252,1.0,,7.0,,7.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,0.175,4.0,0.22,4.0
2019-02-20,OS,2.2,1.0,18.01,1.0,5.65,1.0,1.6921,1.0,0.2748,1.0,0.0629,1.0,0.3177,1.0,0.0451,1.0,0.2691,1.0,4.97,1.0,1.4579,1.0,,7.0,,7.0
2019-02-21,SO,8.5,1.0,9.73,1.0,6.11,1.0,0.3647,1.0,0.2529,1.0,0.1308,1.0,0.815,1.0,0.022,1.0,0.3767,1.0,0.9747,1.0,0.3958,1.0,0.0835038845139042,1.0,0.0343903443818294,1.0
2019-02-21,LU,13.5,1.0,8.107,1.0,6.05,1.0,0.6146,1.0,0.0789,1.0,0.0372,1.0,0.3622,1.0,0.1158,1.0,0.1359,1.0,1.9166,1.0,0.5323,1.0,,7.0,,7.0
2019-02-21,NH,6.932409012131716,1.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,0.5,4.0,0.27,4.0
2019-02-21,NB,25.27440785673021,1.0,19.9,1.0,5.67,1.0,1.51,1.0,0.506,1.0,0.0958,1.0,0.269,1.0,0.065,1.0,0.69,1.0,4.82,1.0,1.32,1.0,,7.0,,7.0
2019-02-21,HF,0.375505488157135,1.0,,7.0,,7.0,3.0,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2019-02-22,LU,12.6,1.0,8.357,1.0,6.11,1.0,0.6322,1.0,0.0771,1.0,0.0387,1.0,0.3702,1.0,0.1165,1.0,0.1474,1.0,1.9206,1.0,0.5437,1.0,,7.0,,7.0
2019-02-22,HF,2.10860774119006,1.0,18.4,1.0,7.18,1.0,1.47,1.0,0.264,1.0,0.1039,1.0,0.705,1.0,0.108,1.0,0.64,1.0,2.92,1.0,0.88,1.0,,7.0,,7.0
2019-02-22,GS,56.1,1.0,5.821,1.0,5.58,1.0,0.5997,1.0,0.0599,1.0,0.0305,1.0,0.0832,1.0,0.0156,1.0,0.0884,1.0,1.5744,1.0,0.4442,1.0,,7.0,,7.0
2019-02-22,SO,11.6,1.0,1.43,1.0,5.96,1.0,0.0478,1.0,0.01,1.0,0.01,1.0,0.0463,1.0,0.01,1.0,0.0091,1.0,0.0495,1.0,0.0178,1.0,0.0618170309184146,1.0,0.0070043354479671,1.0
2019-02-24,SO,1.4,1.0,8.84,1.0,6.46,1.0,0.3398,1.0,0.0799,1.0,0.0432,1.0,1.1941,1.0,0.0277,1.0,0.1194,1.0,1.0344,1.0,0.3529,1.0,3.42200875494976,1.0,0.0540499759128136,1.0
2019-02-28,NH,2.2819179664933564,1.0,28.0,1.0,6.98,1.0,2.185714285714285,1.0,0.5,1.0,4.7,1.0,1.1,1.0,0.1,1.0,4.8,1.0,1.9485714285714288,1.0,0.6,1.0,0.175,1.0,0.1,1.0
2019-02-28,SO,1.8,1.0,24.3,1.0,6.23,1.0,1.4539,1.0,0.2128,1.0,0.1555,1.0,1.9476,1.0,0.0434,1.0,0.2622,1.0,2.6982,1.0,0.8449,1.0,0.383788647382374,1.0,0.066295741336514,1.0
2019-02-28,LI,0.7,1.0,8.274,1.0,6.07,1.0,0.2639,1.0,0.3466,1.0,0.21,1.0,0.3065,1.0,0.0545,1.0,0.277,1.0,1.6768,1.0,0.6835,1.0,,7.0,,7.0
2019-03-01,HF,9.41652224147891,1.0,10.5,1.0,6.62,1.0,0.724,1.0,0.149,1.0,0.0873,1.0,0.523,1.0,0.062,1.0,0.28,1.0,1.58,1.0,0.41,1.0,,7.0,,7.0
2019-03-01,OS,9.0,1.0,16.03,1.0,6.12,1.0,2.0114,1.0,0.0945,1.0,0.0566,1.0,0.1299,1.0,0.015,1.0,0.1198,1.0,4.1631,1.0,1.1372,1.0,,7.0,,7.0
2019-03-01,GS,7.4,1.0,6.437,1.0,5.85,1.0,1.0282,1.0,0.0927,1.0,0.0629,1.0,0.0447,1.0,0.01,1.0,0.1137,1.0,1.9074,1.0,0.3486,1.0,,7.0,,7.0
2019-03-01,NB,4.679376083188909,1.0,10.5,1.0,5.8,1.0,0.801,1.0,0.187,1.0,0.0714,1.0,0.289,1.0,0.028,1.0,0.2,1.0,2.42,1.0,0.52,1.0,,7.0,,7.0
2019-03-01,LU,20.1,1.0,11.7,1.0,6.16,1.0,1.4248,1.0,0.0558,1.0,0.0232,1.0,0.18,1.0,0.063,1.0,0.0967,1.0,3.2654,1.0,0.492,1.0,,7.0,,7.0
2019-03-01,LI,0.3,1.0,8.936,1.0,6.11,1.0,0.2862,1.0,0.4078,1.0,0.2459,1.0,0.3355,1.0,0.0622,1.0,0.3033,1.0,1.8163,1.0,0.7512,1.0,,7.0,,7.0
2019-03-01,SO,17.5,1.0,4.32,1.0,5.99,1.0,0.2222,1.0,0.0343,1.0,0.0143,1.0,0.2121,1.0,0.01,1.0,0.0492,1.0,0.4916,1.0,0.0948,1.0,0.1081153889520712,1.0,0.0241734856478152,1.0
2019-03-02,LU,5.1,1.0,18.9,1.0,6.17,1.0,2.0754,1.0,0.1182,1.0,0.0508,1.0,0.3604,1.0,0.1106,1.0,0.2258,1.0,6.045,1.0,1.0701,1.0,,7.0,,7.0
2019-03-02,SO,1.4,1.0,6.62,1.0,5.8,1.0,0.2515,1.0,0.2565,1.0,0.0125,1.0,0.2983,1.0,0.01,1.0,0.0386,1.0,0.8393,1.0,0.2052,1.0,0.241491183899224,1.0,0.0232567864152024,1.0
2019-03-02,OS,6.5,1.0,23.35,1.0,6.14,1.0,2.6433,1.0,0.0651,1.0,0.0535,1.0,0.0879,1.0,0.01,1.0,0.1285,1.0,6.6553,1.0,2.0253,1.0,,7.0,,7.0
2019-03-02,GS,6.2,1.0,14.61,1.0,5.63,1.0,1.854,1.0,0.0363,1.0,0.0518,1.0,0.2245,1.0,0.0424,1.0,0.0851,1.0,5.771,1.0,0.8549,1.0,,7.0,,7.0
2019-03-02,LI,0.4,1.0,8.734,1.0,6.14,1.0,0.26,1.0,0.4108,1.0,0.2248,1.0,0.3677,1.0,0.055,1.0,0.307,1.0,1.8239,1.0,0.7192,1.0,,7.0,,7.0
2019-03-04,IV,3.8994800693240905,1.0,7.5,1.0,6.32,1.0,0.731,1.0,0.06,1.0,0.0638,1.0,0.168,1.0,0.048,1.0,0.11,1.0,1.63,1.0,0.35,1.0,,7.0,,7.0
2019-03-04,LU,3.6,1.0,11.84,1.0,6.33,1.0,1.1111,1.0,0.3994,1.0,0.0473,1.0,0.4213,1.0,0.1082,1.0,0.7812,1.0,1.4704,1.0,0.557,1.0,,7.0,,7.0
2019-03-04,SO,16.1,1.0,7.69,1.0,5.85,1.0,0.5777,1.0,0.0946,1.0,0.0158,1.0,0.1481,1.0,0.01,1.0,0.0506,1.0,1.1284,1.0,0.2198,1.0,0.1689759154158572,1.0,0.0255285456542256,1.0
2019-03-04,HF,6.18139803581745,1.0,11.0,1.0,6.47,1.0,0.79,1.0,0.185,1.0,0.0884,1.0,0.445,1.0,0.077,1.0,0.41,1.0,1.63,1.0,0.57,1.0,,7.0,,7.0
2019-03-04,AF,9.5,1.0,5.761,1.0,6.02,1.0,0.5004,1.0,0.0611,1.0,0.0445,1.0,0.1096,1.0,0.0139,1.0,0.0993,1.0,0.6772,1.0,0.3364,1.0,,7.0,,7.0
2019-03-04,GS,2.6,1.0,13.34,1.0,6.24,1.0,1.5844,1.0,0.8128,1.0,0.1475,1.0,0.084,1.0,0.0246,1.0,0.5867,1.0,3.0008,1.0,1.0561,1.0,,7.0,,7.0
2019-03-04,HG,4.3,1.0,15.99,1.0,6.35,1.0,1.4097,1.0,0.6991,1.0,0.113,1.0,0.3629,1.0,0.0612,1.0,0.6437,1.0,2.5506,1.0,0.8291,1.0,,7.0,,7.0
2019-03-05,LU,7.4,1.0,5.352,1.0,6.05,1.0,0.3123,1.0,0.1806,1.0,0.0203,1.0,0.27,1.0,0.079,1.0,0.2911,1.0,0.9781,1.0,0.1074,1.0,,7.0,,7.0
2019-03-05,LI,0.1,1.0,,7.0,,7.0,0.2844,1.0,0.7775,1.0,0.2448,1.0,0.3591,1.0,0.0657,1.0,0.3021,1.0,1.8809,1.0,0.7459,1.0,,7.0,,7.0
2019-03-05,NH,1.8486424032351243,1.0,26.0,1.0,7.01,1.0,2.185714285714285,1.0,0.47,1.0,,4.0,0.77,1.0,0.1,1.0,,4.0,2.79,1.0,0.68,1.0,0.175,1.0,0.1,1.0
2019-03-05,SO,0.6,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2019-03-05,OS,4.5,1.0,10.33,1.0,6.26,1.0,1.1194,1.0,0.2146,1.0,0.0443,1.0,0.1658,1.0,0.0392,1.0,0.3197,1.0,1.8671,1.0,0.7022,1.0,,7.0,,7.0
2019-03-05,GS,3.6,1.0,6.096,1.0,5.96,1.0,0.5251,1.0,0.3085,1.0,0.0729,1.0,0.0574,1.0,0.025,1.0,0.4825,1.0,1.0589,1.0,0.2472,1.0,,7.0,,7.0
2019-03-06,SO,0.7,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2019-03-06,NH,1.3287117273252456,1.0,,7.0,,7.0,3.4714285714285715,1.0,0.37,1.0,0.1,1.0,1.0,1.0,0.1,1.0,0.47,1.0,2.6128571428571425,1.0,0.72,1.0,0.175,1.0,0.1,1.0
2019-03-07,HF,5.28596187175043,1.0,7.1,1.0,6.5,1.0,0.306,1.0,0.213,1.0,0.025,1.0,0.461,1.0,0.106,1.0,0.4,1.0,0.66,1.0,0.23,1.0,,7.0,,7.0
2019-03-07,IV,5.488157134604276,1.0,11.8,1.0,6.44,1.0,1.07,1.0,0.159,1.0,0.025,1.0,0.305,1.0,0.077,1.0,0.32,1.0,1.78,1.0,0.69,1.0,,7.0,,7.0
2019-03-07,GS,2.6,1.0,9.782,1.0,5.96,1.0,1.1696,1.0,0.1577,1.0,0.07,1.0,0.1689,1.0,0.0453,1.0,0.2526,1.0,2.4077,1.0,0.6332,1.0,,7.0,,7.0
2019-03-07,NB,5.025996533795494,1.0,9.5,1.0,6.24,1.0,0.75,1.0,0.139,1.0,0.025,1.0,0.265,1.0,0.033,1.0,0.19,1.0,1.73,1.0,0.44,1.0,,7.0,,7.0
2019-03-07,SO,14.2,1.0,10.88,1.0,5.5,1.0,0.6526,1.0,0.154,1.0,0.0186,1.0,0.2088,1.0,0.0332,1.0,0.2211,1.0,1.3817,1.0,0.4669,1.0,0.532422294204822,1.0,0.0223619628197426,1.0
2019-03-08,GS,2.8,1.0,18.25,1.0,6.81,1.0,1.161,1.0,0.3263,1.0,0.081,1.0,2.6116,1.0,0.0584,1.0,0.4709,1.0,2.5916,1.0,0.7941,1.0,,7.0,,7.0
2019-03-08,IV,1.3864818024263432,1.0,,7.0,,7.0,1.33,1.0,0.523,1.0,1.43,1.0,0.32,1.0,0.118,1.0,0.65,1.0,3.27,1.0,0.92,1.0,,7.0,,7.0
2019-03-08,SO,9.2,1.0,10.03,1.0,5.61,1.0,0.6181,1.0,0.1632,1.0,0.0261,1.0,0.1964,1.0,0.0267,1.0,0.2463,1.0,1.3172,1.0,0.4221,1.0,0.403425759036096,1.0,0.0219587903925448,1.0
2019-03-08,NH,2.0508376660889662,1.0,20.0,1.0,6.88,1.0,1.4142857142857144,1.0,0.38,1.0,,4.0,0.58,1.0,0.1,1.0,,4.0,2.17,1.0,0.73,1.0,0.175,1.0,0.0349999999999999,1.0
2019-03-08,MB,7.4,1.0,18.48,1.0,6.1,1.0,1.4301,1.0,0.9731,1.0,0.1456,1.0,0.4407,1.0,0.1085,1.0,1.2573,1.0,3.5374,1.0,1.2758,1.0,,7.0,,7.0
